Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments,Homework_Score,Final_Score
S01771,History,49,80%,Congress and whole from three someone material draw meeting raise sing.,80.0,58.3
S07696,Science,46,100%,Father city social floor support learn pay green.,100.0,62.199999999999996
S01960,Science,77,90,Shake study others any also current military plant teacher cause film catch.,90.0,80.9
S03602,Math,50,80%,,80.0,59.0
S03895,Arabic,78,90,,90.0,81.6
S03648,Geography,100,100%,Body easy south agent their meeting phone.,100.0,100.0
S07442,Math,73,-5,,5.0,52.599999999999994
S00548,Arabic,81,80%,Hope finally white Mrs activity public example develop manage in type top five.,80.0,80.69999999999999
S05918,Math,90,100%,Practice meet drug represent every whom never into somebody or catch wait eye.,100.0,93.0
S00134,English,108,-5,Something structure future good responsibility sure notice customer.,5.0,77.1
S01810,Math,98,90,Despite along onto protect moment wide important mind fire about election film.,90.0,95.6
S05431,Science,89,95,Culture two blood why allow vote politics learn.,95.0,90.8
S06113,History,98,80%,Beyond couple ok light administration such still song consider player idea treat thousand.,80.0,92.6
S02336,Math,63,80%,Brother her indeed along alone five write home collection at.,80.0,68.1
S09184,English,61,100%,Mr everybody trip certain fact natural election support all general decision expert yet.,100.0,72.69999999999999
S00955,Science,48,-5,Character outside who book something become bed its.,5.0,35.099999999999994
S04360,Science,102,80%,,80.0,95.39999999999999
S04070,Science,88,100%,Kitchen next wide speak history third recent wonder behavior other.,100.0,91.6
S01885,Science,87,-5,,5.0,62.4
S07620,Arabic,110,100%,Carry eye evidence value lawyer through director.,100.0,107.0
S06270,Arabic,64,-5,See risk people public technology decade news set more worry choice must.,5.0,46.3
S09644,Science,89,80%,Civil probably pretty hear though check as single now again head.,80.0,86.3
S02714,Science,72,-5,Management human car old art wide listen fire section change.,5.0,51.9
S10231,Arabic,105,95,Be treat modern evening possible cup fine daughter light cup.,95.0,102.0
S03755,English,58,80%,Could wife sing less discussion type box.,80.0,64.6
S07666,Science,58,-5,Community use western fly audience allow improve stage environmental.,5.0,42.099999999999994
S11499,Arabic,103,90,,90.0,99.1
S03286,Geography,60,95,Money summer recent particularly meet easy by property.,95.0,70.5
S10897,Math,110,100%,Hospital again join unit bring blue.,100.0,107.0
S05380,Science,83,-5,Community already term by interview take lot behind loss voice poor something unit.,5.0,59.599999999999994
S03181,History,98,80%,So head improve piece force morning director.,80.0,92.6
S03905,Science,50,90,Hope child treat morning which market ever break argue.,90.0,62.0
S02139,Science,68,80%,Share bad part behavior customer time live.,80.0,71.6
S09127,Science,104,90,Dog fast them oil important rule.,90.0,99.8
S11814,Science,81,100%,Head small owner single resource face data improve.,100.0,86.69999999999999
S01666,Science,53,-5,Stay these she raise girl reality the.,5.0,38.599999999999994
S11510,Arabic,93,-5,Success hit energy mean house avoid buy.,5.0,66.6
S02590,Arabic,50,-5,Traditional player long indeed skin situation necessary attack fire fact next local personal.,5.0,36.5
S05570,English,110,100%,,100.0,107.0
S03368,Arabic,63,80%,Safe hope free what argue sister begin opportunity race nothing than.,80.0,68.1
S11949,History,50,95,Run fast reason interview partner kid their.,95.0,63.5
S01146,English,50,-5,Address large black report beat after remember end.,5.0,36.5
S01850,Geography,81,80%,Opportunity start focus reason first project same management manage fill program reason artist.,80.0,80.69999999999999
S06368,Arabic,78,90,Least current degree need recognize describe method some.,90.0,81.6
S07499,History,99,95,Spring concern reduce born movement discuss training fund get us.,95.0,97.8
S04020,Math,42,-5,,5.0,30.9
S07002,History,66,95,Ask dark begin east former international fine yet pick in hard.,95.0,74.69999999999999
S03733,Geography,101,80%,Whose eye executive card change participant street knowledge every newspaper leave important.,80.0,94.69999999999999
S03958,Science,106,-5,Bit staff affect reach hard fact owner color economic either charge system.,5.0,75.69999999999999
S04599,History,104,95,Story environmental over across way everyone stand stage claim professor country story others.,95.0,101.3
S02242,Geography,72,-5,South guess loss dream word defense business model forward fill economy ten.,5.0,51.9
S01751,Geography,84,80%,,80.0,82.8
S03689,Math,86,90,Suggest hot third myself total two like their two perform smile live.,90.0,87.19999999999999
S06515,Science,83,80%,,80.0,82.1
S08237,Math,104,95,On order simple people enough technology until blood bar fact interesting.,95.0,101.3
S09070,Science,88,80%,Mean spring minute economic Republican people change outside say matter sometimes difficult well.,80.0,85.6
S00543,Math,99,80%,Worker there everybody here yeah catch treatment culture ahead movement individual will.,80.0,93.3
S05052,Geography,46,95,Pay left town method evidence general these manage may actually edge show air.,95.0,60.699999999999996
S10878,Math,82,95,Measure human writer list long particular record oil woman short all apply race.,95.0,85.9
S08486,English,53,90,Make lot marriage fact three actually.,90.0,64.1
S05611,Science,82,-5,Stuff sea public sport action structure.,5.0,58.9
S05041,English,94,80%,Return child later brother employee exactly tax simply structure city.,80.0,89.8
S05606,Math,67,-5,,5.0,48.4
S11392,History,62,95,Realize player number past allow or catch less education space mean head.,95.0,71.9
S11077,Math,108,-5,Same bill research team only man data first ever decide face.,5.0,77.1
S00358,Math,51,90,Fund about color go continue per everyone always animal behind speak case popular.,90.0,62.699999999999996
S03408,Arabic,87,95,Smile its heavy claim field herself process night might possible treatment.,95.0,89.4
S04913,English,70,-5,Production pay government prepare party six.,5.0,50.5
S11385,Arabic,81,80%,Recent stop administration treat artist agent leave owner majority.,80.0,80.69999999999999
S11265,Math,84,95,Investment approach could line computer then ready.,95.0,87.3
S00228,Arabic,91,90,,90.0,90.69999999999999
S11782,Science,74,95,,95.0,80.3
S09829,History,49,100%,Order whatever station once always trial care wife create charge whatever bring.,100.0,64.3
S05571,Science,100,90,International for success reality citizen bar economic protect main measure.,90.0,97.0
S03170,Arabic,108,100%,Garden the skin course ever way might woman daughter.,100.0,105.6
S09562,History,74,100%,Team share statement week nearly line.,100.0,81.8
S09001,Geography,53,95,,95.0,65.6
S08644,English,110,100%,Budget class fly believe office vote important doctor customer race sound.,100.0,107.0
S08083,Arabic,69,80%,Civil member significant price effect side night young safe certainly.,80.0,72.3
S07405,Science,40,90,Factor close raise cost statement already interest suddenly.,90.0,55.0
S09618,Geography,54,80%,Body only would house gas sister.,80.0,61.8
S06312,Arabic,57,80%,Per accept follow yes pretty road hotel.,80.0,63.9
S01886,Arabic,42,90,Work state player item close where choice animal.,90.0,56.4
S08543,History,105,100%,Discuss gun glass heavy behind suddenly check task college these administration.,100.0,103.5
S09867,Math,65,100%,,100.0,75.5
S00143,History,46,90,Try Congress others partner former pay research accept school single.,90.0,59.199999999999996
S09487,History,84,100%,,100.0,88.8
S11821,Geography,70,100%,Pm blood skill crime nearly talk traditional result sense indeed attack receive administration.,100.0,79.0
S04707,Math,100,95,Find tax everybody last focus enjoy measure some sometimes.,95.0,98.5
S06128,Arabic,47,90,Claim increase answer size same age.,90.0,59.9
S02446,Science,48,-5,Section me everyone feeling responsibility hard others.,5.0,35.099999999999994
S06489,Science,70,100%,Drive bad section measure throw discussion little.,100.0,79.0
S00276,History,42,80%,More Mrs me but far mind discussion everybody management threat size agency.,80.0,53.4
S08223,Science,46,100%,Them discussion month citizen series federal onto the.,100.0,62.199999999999996
S06616,English,57,95,Degree last summer day next past white agent join catch.,95.0,68.4
S05878,History,41,95,Through effect religious wish clear then more well from.,95.0,57.2
S07400,English,40,100%,Once here deal level concern across everybody inside agent day both tough.,100.0,58.0
S01336,Geography,59,95,Value easy floor religious activity memory.,95.0,69.8
S06696,Geography,75,90,Factor level political still father else build.,90.0,79.5
S09343,Science,45,-5,,5.0,33.0
S12001,Science,105,90,Bring nothing talk international car behavior leader I open per.,90.0,100.5
S08454,Geography,63,90,Skin company painting increase different shake develop law chair tree.,90.0,71.1
S04242,Math,52,90,,90.0,63.4
S00867,Arabic,98,-5,Simple foreign focus face focus technology.,5.0,70.1
S03804,Geography,48,80%,Growth water involve organization indeed next hear population partner seek certainly identify.,80.0,57.599999999999994
S02264,Math,79,80%,Return their push so someone power reality dark film why president.,80.0,79.3
S04962,Geography,96,95,As worry total provide keep chair interesting.,95.0,95.69999999999999
S03764,Math,42,90,Could visit lot speak once suffer son rate national.,90.0,56.4
S10580,Arabic,102,95,,95.0,99.89999999999999
S03624,History,84,100%,Point nature sort senior message top.,100.0,88.8
S01395,Science,53,100%,History at two eight training present more fly.,100.0,67.1
S01416,Math,109,90,Any understand poor generation amount tough before customer she good message.,90.0,103.3
S07830,Math,88,100%,Of know somebody light leader through anyone paper.,100.0,91.6
S10899,Arabic,44,90,Traditional public almost training pay fish color day.,90.0,57.8
S04167,Math,53,90,Commercial tough practice start yes lose watch life lay book attack ten traditional.,90.0,64.1
S09782,Science,107,100%,Without anything plan much yourself listen former just coach alone.,100.0,104.89999999999999
S09149,Science,62,100%,Coach artist role relate travel so.,100.0,73.4
S08553,Geography,77,95,Accept their loss they program tree might budget start chair.,95.0,82.4
S04391,Geography,83,80%,Likely miss condition drug keep when see back hotel bank.,80.0,82.1
S08846,Science,97,80%,Our girl would executive air stuff special just entire.,80.0,91.89999999999999
S03350,Geography,79,95,Sort significant challenge cost occur study determine class ability.,95.0,83.8
S01685,Geography,105,-5,Of study professor simple far region way within share about.,5.0,75.0
S03347,Math,79,100%,Heavy treat wrong audience woman account boy fear style else.,100.0,85.3
S04068,Science,100,100%,Stock through arrive probably power along painting stage leader magazine position.,100.0,100.0
